date,"Meal,Inexpensive Restaurant","Meal for 2 People,Mid-range Restaurant,Three-course",McMeal at McDonalds (or Equivalent Combo Meal),Domestic Beer (0.5 liter draught),Imported Beer (0.33 liter bottle),Cappuccino (regular),Coke/Pepsi (0.33 liter bottle),Water (0.33 liter bottle),"Milk (regular),(1 liter)",Loaf of Fresh White Bread (500g),"Rice (white),(1kg)",Eggs (regular) (12),Local Cheese (1kg),Chicken Fillets (1kg),Beef Round (1kg) (or Equivalent Back Leg Red Meat),Apples (1kg),Banana (1kg),Oranges (1kg),Tomato (1kg),Potato (1kg),Onion (1kg),Lettuce (1 head),Water (1.5 liter bottle),Bottle of Wine (Mid-Range),Domestic Beer (0.5 liter bottle),Imported Beer (0.33 liter bottle).1,Cigarettes 20 Pack (Marlboro),One-way Ticket (Local Transport),Monthly Pass (Regular Price),Taxi Start (Normal Tariff),Taxi 1km (Normal Tariff),Taxi 1hour Waiting (Normal Tariff),Gasoline (1 liter),"Basic (Electricity,Heating,Cooling,Water,Garbage) for 85m2 Apartment",Mobile Phone Monthly Plan with Calls and 10GB+ Data,"Internet (60 Mbps or More,Unlimited Data,Cable/ADSL)","Fitness Club,Monthly Fee for 1 Adult",Tennis Court Rent (1 Hour on Weekend),"Cinema,International Release,1 Seat","Preschool (or Kindergarten),Full Day,Private,Monthly for 1 Child",1 Pair of Jeans (Levis 501 Or Similar),"1 Summer Dress in a Chain Store (Zara,H&M,...)",1 Pair of Nike Running Shoes (Mid-Range),1 Pair of Men Leather Business Shoes,Apartment (1 bedroom) in City Centre,Apartment (1 bedroom) Outside of Centre,Apartment (3 bedrooms) in City Centre,Apartment (3 bedrooms) Outside of Centre,Price per Square Meter to Buy Apartment in City Centre,Price per Square Meter to Buy Apartment Outside of Centre,Average Monthly Net Salary (After Tax),"Mortgage Interest Rate in Percentages (%),Yearly,for 20 Years Fixed-Rate"
3/14/2024,10,56.96428571,7.303571429,4,3.196428571,2.829642857,1.409642857,1.133928571,4.263928571,1.173928571,1.153214286,2.517857143,4.310357143,3.008214286,4.852857143,0.583928571,0.733928571,0.937857143,1.222857143,0.35,0.413928571,1.482142857,0.757857143,7,1.5,1.713928571,4.5,1.5,30,2.092857143,1.418571429,9.739285714,6.34,305.9528571,16.97535714,15.95357143,40.69571429,23.44142857,9.392857143,409.7878571,72.40821429,42.68928571,77.25035714,110.9971429,459.3182143,303.6607143,807.4892857,541.0814286,222.58,136.4575,976.22,3.878214286
3/15/2024,10,57.14285714,7.285714286,4,3.214285714,2.831428571,1.411428571,1.134285714,4.264285714,1.174285714,1.157142857,2.518571429,4.318571429,3.007142857,4.848571429,0.584285714,0.734285714,0.938571429,1.228571429,0.35,0.414285714,1.481428571,0.758571429,7,1.5,1.714285714,4.5,1.5,30,2.088571429,1.415714286,9.742857143,6.34,305.8485714,16.98857143,15.94571429,40.72714286,23.47428571,9.428571429,410.3885714,72.72714286,42.70285714,77.58857143,111.2114286,459.0771429,304.0871429,807.8328571,541.5142857,222.58,136.24,976.22,3.887142857
3/16/2024,10,57.32142857,7.267857143,4,3.232142857,2.833214286,1.413214286,1.134642857,4.264642857,1.174642857,1.161071429,2.519285714,4.326785714,3.006071429,4.844285714,0.584642857,0.734642857,0.939285714,1.234285714,0.35,0.414642857,1.480714286,0.759285714,7,1.5,1.714642857,4.5,1.5,30,2.084285714,1.412857143,9.746428571,6.34,305.7442857,17.00178571,15.93785714,40.75857143,23.50714286,9.464285714,410.9892857,73.04607143,42.71642857,77.92678571,111.4257143,458.8360714,304.5135714,808.1764286,541.9471429,222.58,136.0225,976.22,3.896071429
3/17/2024,10,57.5,7.25,4,3.25,2.835,1.415,1.135,4.265,1.175,1.165,2.52,4.335,3.005,4.84,0.585,0.735,0.94,1.24,0.35,0.415,1.48,0.76,7,1.5,1.715,4.5,1.5,30,2.08,1.41,9.75,6.34,305.64,17.015,15.93,40.79,23.54,9.5,411.59,73.365,42.73,78.265,111.64,458.595,304.94,808.52,542.38,222.58,135.805,976.22,3.905
3/18/2024,10,57.67857143,7.232142857,4,3.267857143,2.836785714,1.416785714,1.135357143,4.265357143,1.175357143,1.168928571,2.520714286,4.343214286,3.003928571,4.835714286,0.585357143,0.735357143,0.940714286,1.245714286,0.35,0.415357143,1.479285714,0.760714286,7,1.5,1.715357143,4.5,1.5,30,2.075714286,1.407142857,9.753571429,6.34,305.5357143,17.02821429,15.92214286,40.82142857,23.57285714,9.535714286,412.1907143,73.68392857,42.74357143,78.60321429,111.8542857,458.3539286,305.3664286,808.8635714,542.8128571,222.58,135.5875,976.22,3.913928571
3/19/2024,10,57.85714286,7.214285714,4,3.285714286,2.838571429,1.418571429,1.135714286,4.265714286,1.175714286,1.172857143,2.521428571,4.351428571,3.002857143,4.831428571,0.585714286,0.735714286,0.941428571,1.251428571,0.35,0.415714286,1.478571429,0.761428571,7,1.5,1.715714286,4.5,1.5,30,2.071428571,1.404285714,9.757142857,6.34,305.4314286,17.04142857,15.91428571,40.85285714,23.60571429,9.571428571,412.7914286,74.00285714,42.75714286,78.94142857,112.0685714,458.1128571,305.7928571,809.2071429,543.2457143,222.58,135.37,976.22,3.922857143
3/20/2024,10,58.03571429,7.196428571,4,3.303571429,2.840357143,1.420357143,1.136071429,4.266071429,1.176071429,1.176785714,2.522142857,4.359642857,3.001785714,4.827142857,0.586071429,0.736071429,0.942142857,1.257142857,0.35,0.416071429,1.477857143,0.762142857,7,1.5,1.716071429,4.5,1.5,30,2.067142857,1.401428571,9.760714286,6.34,305.3271429,17.05464286,15.90642857,40.88428571,23.63857143,9.607142857,413.3921429,74.32178571,42.77071429,79.27964286,112.2828571,457.8717857,306.2192857,809.5507143,543.6785714,222.58,135.1525,976.22,3.931785714
3/21/2024,10,58.21428571,7.178571429,4,3.321428571,2.842142857,1.422142857,1.136428571,4.266428571,1.176428571,1.180714286,2.522857143,4.367857143,3.000714286,4.822857143,0.586428571,0.736428571,0.942857143,1.262857143,0.35,0.416428571,1.477142857,0.762857143,7,1.5,1.716428571,4.5,1.5,30,2.062857143,1.398571429,9.764285714,6.34,305.2228571,17.06785714,15.89857143,40.91571429,23.67142857,9.642857143,413.9928571,74.64071429,42.78428571,79.61785714,112.4971429,457.6307143,306.6457143,809.8942857,544.1114286,222.58,134.935,976.22,3.940714286
3/22/2024,10,58.39285714,7.160714286,4,3.339285714,2.843928571,1.423928571,1.136785714,4.266785714,1.176785714,1.184642857,2.523571429,4.376071429,2.999642857,4.818571429,0.586785714,0.736785714,0.943571429,1.268571429,0.35,0.416785714,1.476428571,0.763571429,7,1.5,1.716785714,4.5,1.5,30,2.058571429,1.395714286,9.767857143,6.34,305.1185714,17.08107143,15.89071429,40.94714286,23.70428571,9.678571429,414.5935714,74.95964286,42.79785714,79.95607143,112.7114286,457.3896429,307.0721429,810.2378571,544.5442857,222.58,134.7175,976.22,3.949642857
3/23/2024,10,58.57142857,7.142857143,4,3.357142857,2.845714286,1.425714286,1.137142857,4.267142857,1.177142857,1.188571429,2.524285714,4.384285714,2.998571429,4.814285714,0.587142857,0.737142857,0.944285714,1.274285714,0.35,0.417142857,1.475714286,0.764285714,7,1.5,1.717142857,4.5,1.5,30,2.054285714,1.392857143,9.771428571,6.34,305.0142857,17.09428571,15.88285714,40.97857143,23.73714286,9.714285714,415.1942857,75.27857143,42.81142857,80.29428571,112.9257143,457.1485714,307.4985714,810.5814286,544.9771429,222.58,134.5,976.22,3.958571429
3/24/2024,10,58.75,7.125,4,3.375,2.8475,1.4275,1.1375,4.2675,1.1775,1.1925,2.525,4.3925,2.9975,4.81,0.5875,0.7375,0.945,1.28,0.35,0.4175,1.475,0.765,7,1.5,1.7175,4.5,1.5,30,2.05,1.39,9.775,6.34,304.91,17.1075,15.875,41.01,23.77,9.75,415.795,75.5975,42.825,80.6325,113.14,456.9075,307.925,810.925,545.41,222.58,134.2825,976.22,3.9675
3/25/2024,10,58.92857143,7.107142857,4,3.392857143,2.849285714,1.429285714,1.137857143,4.267857143,1.177857143,1.196428571,2.525714286,4.400714286,2.996428571,4.805714286,0.587857143,0.737857143,0.945714286,1.285714286,0.35,0.417857143,1.474285714,0.765714286,7,1.5,1.717857143,4.5,1.5,30,2.045714286,1.387142857,9.778571429,6.34,304.8057143,17.12071429,15.86714286,41.04142857,23.80285714,9.785714286,416.3957143,75.91642857,42.83857143,80.97071429,113.3542857,456.6664286,308.3514286,811.2685714,545.8428571,222.58,134.065,976.22,3.976428571
3/26/2024,10,59.10714286,7.089285714,4,3.410714286,2.851071429,1.431071429,1.138214286,4.268214286,1.178214286,1.200357143,2.526428571,4.408928571,2.995357143,4.801428571,0.588214286,0.738214286,0.946428571,1.291428571,0.35,0.418214286,1.473571429,0.766428571,7,1.5,1.718214286,4.5,1.5,30,2.041428571,1.384285714,9.782142857,6.34,304.7014286,17.13392857,15.85928571,41.07285714,23.83571429,9.821428571,416.9964286,76.23535714,42.85214286,81.30892857,113.5685714,456.4253571,308.7778571,811.6121429,546.2757143,222.58,133.8475,976.22,3.985357143
3/27/2024,10,59.28571429,7.071428571,4,3.428571429,2.852857143,1.432857143,1.138571429,4.268571429,1.178571429,1.204285714,2.527142857,4.417142857,2.994285714,4.797142857,0.588571429,0.738571429,0.947142857,1.297142857,0.35,0.418571429,1.472857143,0.767142857,7,1.5,1.718571429,4.5,1.5,30,2.037142857,1.381428571,9.785714286,6.34,304.5971429,17.14714286,15.85142857,41.10428571,23.86857143,9.857142857,417.5971429,76.55428571,42.86571429,81.64714286,113.7828571,456.1842857,309.2042857,811.9557143,546.7085714,222.58,133.63,976.22,3.994285714
3/28/2024,10,59.46428571,7.053571429,4,3.446428571,2.854642857,1.434642857,1.138928571,4.268928571,1.178928571,1.208214286,2.527857143,4.425357143,2.993214286,4.792857143,0.588928571,0.738928571,0.947857143,1.302857143,0.35,0.418928571,1.472142857,0.767857143,7,1.5,1.718928571,4.5,1.5,30,2.032857143,1.378571429,9.789285714,6.34,304.4928571,17.16035714,15.84357143,41.13571429,23.90142857,9.892857143,418.1978571,76.87321429,42.87928571,81.98535714,113.9971429,455.9432143,309.6307143,812.2992857,547.1414286,222.58,133.4125,976.22,4.003214286
3/29/2024,10,59.64285714,7.035714286,4,3.464285714,2.856428571,1.436428571,1.139285714,4.269285714,1.179285714,1.212142857,2.528571429,4.433571429,2.992142857,4.788571429,0.589285714,0.739285714,0.948571429,1.308571429,0.35,0.419285714,1.471428571,0.768571429,7,1.5,1.719285714,4.5,1.5,30,2.028571429,1.375714286,9.792857143,6.34,304.3885714,17.17357143,15.83571429,41.16714286,23.93428571,9.928571429,418.7985714,77.19214286,42.89285714,82.32357143,114.2114286,455.7021429,310.0571429,812.6428571,547.5742857,222.58,133.195,976.22,4.012142857
3/30/2024,10,59.82142857,7.017857143,4,3.482142857,2.858214286,1.438214286,1.139642857,4.269642857,1.179642857,1.216071429,2.529285714,4.441785714,2.991071429,4.784285714,0.589642857,0.739642857,0.949285714,1.314285714,0.35,0.419642857,1.470714286,0.769285714,7,1.5,1.719642857,4.5,1.5,30,2.024285714,1.372857143,9.796428571,6.34,304.2842857,17.18678571,15.82785714,41.19857143,23.96714286,9.964285714,419.3992857,77.51107143,42.90642857,82.66178571,114.4257143,455.4610714,310.4835714,812.9864286,548.0071429,222.58,132.9775,976.22,4.021071429
3/31/2024,10,60,7,4,3.5,2.86,1.44,1.14,4.27,1.18,1.22,2.53,4.45,2.99,4.78,0.59,0.74,0.95,1.32,0.35,0.42,1.47,0.77,7,1.5,1.72,4.5,1.5,30,2.02,1.37,9.8,6.34,304.18,17.2,15.82,41.23,24,10,420,77.83,42.92,83,114.64,455.22,310.91,813.33,548.44,222.58,132.76,976.22,4.03
4/1/2024,10,60,7,4,3.5,2.861935484,1.440322581,1.139677419,4.169354839,1.184516129,1.268064516,2.53,4.625483871,3.103548387,4.964193548,0.612903226,0.768387097,0.985806452,1.372258065,0.362903226,0.436774194,1.467096774,0.770645161,7,1.500645161,1.721935484,4.5,1.5,30,2.02,1.35483871,9.806451613,6.19,304.0167742,17.21225806,15.80806452,41.25774194,23.98483871,10,420.39,77.85225806,42.92645161,83.03225806,114.7029032,455.4222581,311.2106452,813.383871,548.4903226,222.58,132.76,976.22,4.036451613
4/2/2024,10,60,7,4,3.5,2.863870968,1.440645161,1.139354839,4.068709677,1.189032258,1.316129032,2.53,4.800967742,3.217096774,5.148387097,0.635806452,0.796774194,1.021612903,1.424516129,0.375806452,0.453548387,1.464193548,0.771290323,7,1.501290323,1.723870968,4.5,1.5,30,2.02,1.339677419,9.812903226,6.04,303.8535484,17.22451613,15.79612903,41.28548387,23.96967742,10,420.78,77.87451613,42.93290323,83.06451613,114.7658065,455.6245161,311.5112903,813.4377419,548.5406452,222.58,132.76,976.22,4.042903226
4/3/2024,10,60,7,4,3.5,2.865806452,1.440967742,1.139032258,3.968064516,1.193548387,1.364193548,2.53,4.976451613,3.330645161,5.332580645,0.658709677,0.82516129,1.057419355,1.476774194,0.388709677,0.470322581,1.461290323,0.771935484,7,1.501935484,1.725806452,4.5,1.5,30,2.02,1.324516129,9.819354839,5.89,303.6903226,17.23677419,15.78419355,41.31322581,23.95451613,10,421.17,77.89677419,42.93935484,83.09677419,114.8287097,455.8267742,311.8119355,813.4916129,548.5909677,222.58,132.76,976.22,4.049354839
4/4/2024,10,60,7,4,3.5,2.867741935,1.441290323,1.138709677,3.867419355,1.198064516,1.412258065,2.53,5.151935484,3.444193548,5.516774194,0.681612903,0.853548387,1.093225806,1.529032258,0.401612903,0.487096774,1.458387097,0.772580645,7,1.502580645,1.727741935,4.5,1.5,30,2.02,1.309354839,9.825806452,5.74,303.5270968,17.24903226,15.77225806,41.34096774,23.93935484,10,421.56,77.91903226,42.94580645,83.12903226,114.8916129,456.0290323,312.1125806,813.5454839,548.6412903,222.58,132.76,976.22,4.055806452
4/5/2024,10,60,7,4,3.5,2.869677419,1.441612903,1.138387097,3.766774194,1.202580645,1.460322581,2.53,5.327419355,3.557741935,5.700967742,0.704516129,0.881935484,1.129032258,1.581290323,0.414516129,0.503870968,1.455483871,0.773225806,7,1.503225806,1.729677419,4.5,1.5,30,2.02,1.294193548,9.832258065,5.59,303.363871,17.26129032,15.76032258,41.36870968,23.92419355,10,421.95,77.94129032,42.95225806,83.16129032,114.9545161,456.2312903,312.4132258,813.5993548,548.6916129,222.58,132.76,976.22,4.062258065
4/6/2024,10,60,7,4,3.5,2.871612903,1.441935484,1.138064516,3.666129032,1.207096774,1.508387097,2.53,5.502903226,3.671290323,5.88516129,0.727419355,0.910322581,1.16483871,1.633548387,0.427419355,0.520645161,1.452580645,0.773870968,7,1.503870968,1.731612903,4.5,1.5,30,2.02,1.279032258,9.838709677,5.44,303.2006452,17.27354839,15.7483871,41.39645161,23.90903226,10,422.34,77.96354839,42.95870968,83.19354839,115.0174194,456.4335484,312.713871,813.6532258,548.7419355,222.58,132.76,976.22,4.068709677
4/7/2024,10,60,7,4,3.5,2.873548387,1.442258065,1.137741935,3.565483871,1.211612903,1.556451613,2.53,5.678387097,3.78483871,6.069354839,0.750322581,0.938709677,1.200645161,1.685806452,0.440322581,0.537419355,1.449677419,0.774516129,7,1.504516129,1.733548387,4.5,1.5,30,2.02,1.263870968,9.84516129,5.29,303.0374194,17.28580645,15.73645161,41.42419355,23.89387097,10,422.73,77.98580645,42.96516129,83.22580645,115.0803226,456.6358065,313.0145161,813.7070968,548.7922581,222.58,132.76,976.22,4.07516129
4/8/2024,10,60,7,4,3.5,2.875483871,1.442580645,1.137419355,3.46483871,1.216129032,1.604516129,2.53,5.853870968,3.898387097,6.253548387,0.773225806,0.967096774,1.236451613,1.738064516,0.453225806,0.554193548,1.446774194,0.77516129,7,1.50516129,1.735483871,4.5,1.5,30,2.02,1.248709677,9.851612903,5.14,302.8741935,17.29806452,15.72451613,41.45193548,23.87870968,10,423.12,78.00806452,42.9716129,83.25806452,115.1432258,456.8380645,313.3151613,813.7609677,548.8425806,222.58,132.76,976.22,4.081612903
4/9/2024,10,60,7,4,3.5,2.877419355,1.442903226,1.137096774,3.364193548,1.220645161,1.652580645,2.53,6.029354839,4.011935484,6.437741935,0.796129032,0.995483871,1.272258065,1.790322581,0.466129032,0.570967742,1.443870968,0.775806452,7,1.505806452,1.737419355,4.5,1.5,30,2.02,1.233548387,9.858064516,4.99,302.7109677,17.31032258,15.71258065,41.47967742,23.86354839,10,423.51,78.03032258,42.97806452,83.29032258,115.206129,457.0403226,313.6158065,813.8148387,548.8929032,222.58,132.76,976.22,4.088064516
4/10/2024,10,60,7,4,3.5,2.879354839,1.443225806,1.136774194,3.263548387,1.22516129,1.700645161,2.53,6.20483871,4.125483871,6.621935484,0.819032258,1.023870968,1.308064516,1.842580645,0.479032258,0.587741935,1.440967742,0.776451613,7,1.506451613,1.739354839,4.5,1.5,30,2.02,1.218387097,9.864516129,4.84,302.5477419,17.32258065,15.70064516,41.50741935,23.8483871,10,423.9,78.05258065,42.98451613,83.32258065,115.2690323,457.2425806,313.9164516,813.8687097,548.9432258,222.58,132.76,976.22,4.094516129
4/11/2024,10,60,7,4,3.5,2.881290323,1.443548387,1.136451613,3.162903226,1.229677419,1.748709677,2.53,6.380322581,4.239032258,6.806129032,0.841935484,1.052258065,1.343870968,1.89483871,0.491935484,0.604516129,1.438064516,0.777096774,7,1.507096774,1.741290323,4.5,1.5,30,2.02,1.203225806,9.870967742,4.69,302.3845161,17.33483871,15.68870968,41.53516129,23.83322581,10,424.29,78.07483871,42.99096774,83.35483871,115.3319355,457.4448387,314.2170968,813.9225806,548.9935484,222.58,132.76,976.22,4.100967742
4/12/2024,10,60,7,4,3.5,2.883225806,1.443870968,1.136129032,3.062258065,1.234193548,1.796774194,2.53,6.555806452,4.352580645,6.990322581,0.86483871,1.080645161,1.379677419,1.947096774,0.50483871,0.621290323,1.43516129,0.777741935,7,1.507741935,1.743225806,4.5,1.5,30,2.02,1.188064516,9.877419355,4.54,302.2212903,17.34709677,15.67677419,41.56290323,23.81806452,10,424.68,78.09709677,42.99741935,83.38709677,115.3948387,457.6470968,314.5177419,813.9764516,549.043871,222.58,132.76,976.22,4.107419355
4/13/2024,10,60,7,4,3.5,2.88516129,1.444193548,1.135806452,2.961612903,1.238709677,1.84483871,2.53,6.731290323,4.466129032,7.174516129,0.887741935,1.109032258,1.415483871,1.999354839,0.517741935,0.638064516,1.432258065,0.778387097,7,1.508387097,1.74516129,4.5,1.5,30,2.02,1.172903226,9.883870968,4.39,302.0580645,17.35935484,15.66483871,41.59064516,23.80290323,10,425.07,78.11935484,43.00387097,83.41935484,115.4577419,457.8493548,314.8183871,814.0303226,549.0941935,222.58,132.76,976.22,4.113870968
4/14/2024,10,60,7,4,3.5,2.887096774,1.444516129,1.135483871,2.860967742,1.243225806,1.892903226,2.53,6.906774194,4.579677419,7.358709677,0.910645161,1.137419355,1.451290323,2.051612903,0.530645161,0.65483871,1.429354839,0.779032258,7,1.509032258,1.747096774,4.5,1.5,30,2.02,1.157741935,9.890322581,4.24,301.8948387,17.3716129,15.65290323,41.6183871,23.78774194,10,425.46,78.1416129,43.01032258,83.4516129,115.5206452,458.0516129,315.1190323,814.0841935,549.1445161,222.58,132.76,976.22,4.120322581
4/15/2024,10,60,7,4,3.5,2.889032258,1.44483871,1.13516129,2.760322581,1.247741935,1.940967742,2.53,7.082258065,4.693225806,7.542903226,0.933548387,1.165806452,1.487096774,2.103870968,0.543548387,0.671612903,1.426451613,0.779677419,7,1.509677419,1.749032258,4.5,1.5,30,2.02,1.142580645,9.896774194,4.09,301.7316129,17.38387097,15.64096774,41.64612903,23.77258065,10,425.85,78.16387097,43.01677419,83.48387097,115.5835484,458.253871,315.4196774,814.1380645,549.1948387,222.58,132.76,976.22,4.126774194
4/16/2024,10,60,7,4,3.5,2.890967742,1.44516129,1.13483871,2.659677419,1.252258065,1.989032258,2.53,7.257741935,4.806774194,7.727096774,0.956451613,1.194193548,1.522903226,2.156129032,0.556451613,0.688387097,1.423548387,0.780322581,7,1.510322581,1.750967742,4.5,1.5,30,2.02,1.127419355,9.903225806,3.94,301.5683871,17.39612903,15.62903226,41.67387097,23.75741935,10,426.24,78.18612903,43.02322581,83.51612903,115.6464516,458.456129,315.7203226,814.1919355,549.2451613,222.58,132.76,976.22,4.133225806
4/17/2024,10,60,7,4,3.5,2.892903226,1.445483871,1.134516129,2.559032258,1.256774194,2.037096774,2.53,7.433225806,4.920322581,7.911290323,0.979354839,1.222580645,1.558709677,2.208387097,0.569354839,0.70516129,1.420645161,0.780967742,7,1.510967742,1.752903226,4.5,1.5,30,2.02,1.112258065,9.909677419,3.79,301.4051613,17.4083871,15.61709677,41.7016129,23.74225806,10,426.63,78.2083871,43.02967742,83.5483871,115.7093548,458.6583871,316.0209677,814.2458065,549.2954839,222.58,132.76,976.22,4.139677419
4/18/2024,10,60,7,4,3.5,2.89483871,1.445806452,1.134193548,2.458387097,1.261290323,2.08516129,2.53,7.608709677,5.033870968,8.095483871,1.002258065,1.250967742,1.594516129,2.260645161,0.582258065,0.721935484,1.417741935,0.781612903,7,1.511612903,1.75483871,4.5,1.5,30,2.02,1.097096774,9.916129032,3.64,301.2419355,17.42064516,15.60516129,41.72935484,23.72709677,10,427.02,78.23064516,43.03612903,83.58064516,115.7722581,458.8606452,316.3216129,814.2996774,549.3458065,222.58,132.76,976.22,4.146129032
4/19/2024,10,60,7,4,3.5,2.896774194,1.446129032,1.133870968,2.357741935,1.265806452,2.133225806,2.53,7.784193548,5.147419355,8.279677419,1.02516129,1.279354839,1.630322581,2.312903226,0.59516129,0.738709677,1.41483871,0.782258065,7,1.512258065,1.756774194,4.5,1.5,30,2.02,1.081935484,9.922580645,3.49,301.0787097,17.43290323,15.59322581,41.75709677,23.71193548,10,427.41,78.25290323,43.04258065,83.61290323,115.8351613,459.0629032,316.6222581,814.3535484,549.396129,222.58,132.76,976.22,4.152580645
4/20/2024,10,60,7,4,3.5,2.898709677,1.446451613,1.133548387,2.257096774,1.270322581,2.181290323,2.53,7.959677419,5.260967742,8.463870968,1.048064516,1.307741935,1.666129032,2.36516129,0.608064516,0.755483871,1.411935484,0.782903226,7,1.512903226,1.758709677,4.5,1.5,30,2.02,1.066774194,9.929032258,3.34,300.9154839,17.44516129,15.58129032,41.78483871,23.69677419,10,427.8,78.27516129,43.04903226,83.64516129,115.8980645,459.2651613,316.9229032,814.4074194,549.4464516,222.58,132.76,976.22,4.159032258
4/21/2024,10,60,7,4,3.5,2.900645161,1.446774194,1.133225806,2.156451613,1.27483871,2.229354839,2.53,8.13516129,5.374516129,8.648064516,1.070967742,1.336129032,1.701935484,2.417419355,0.620967742,0.772258065,1.409032258,0.783548387,7,1.513548387,1.760645161,4.5,1.5,30,2.02,1.051612903,9.935483871,3.19,300.7522581,17.45741935,15.56935484,41.81258065,23.6816129,10,428.19,78.29741935,43.05548387,83.67741935,115.9609677,459.4674194,317.2235484,814.4612903,549.4967742,222.58,132.76,976.22,4.165483871
4/22/2024,10,60,7,4,3.5,2.902580645,1.447096774,1.132903226,2.055806452,1.279354839,2.277419355,2.53,8.310645161,5.488064516,8.832258065,1.093870968,1.364516129,1.737741935,2.469677419,0.633870968,0.789032258,1.406129032,0.784193548,7,1.514193548,1.762580645,4.5,1.5,30,2.02,1.036451613,9.941935484,3.04,300.5890323,17.46967742,15.55741935,41.84032258,23.66645161,10,428.58,78.31967742,43.06193548,83.70967742,116.023871,459.6696774,317.5241935,814.5151613,549.5470968,222.58,132.76,976.22,4.171935484
4/23/2024,10,60,7,4,3.5,2.904516129,1.447419355,1.132580645,1.95516129,1.283870968,2.325483871,2.53,8.486129032,5.601612903,9.016451613,1.116774194,1.392903226,1.773548387,2.521935484,0.646774194,0.805806452,1.403225806,0.78483871,7,1.51483871,1.764516129,4.5,1.5,30,2.02,1.021290323,9.948387097,2.89,300.4258065,17.48193548,15.54548387,41.86806452,23.65129032,10,428.97,78.34193548,43.0683871,83.74193548,116.0867742,459.8719355,317.8248387,814.5690323,549.5974194,222.58,132.76,976.22,4.178387097
4/24/2024,10,60,7,4,3.5,2.906451613,1.447741935,1.132258065,1.854516129,1.288387097,2.373548387,2.53,8.661612903,5.71516129,9.200645161,1.139677419,1.421290323,1.809354839,2.574193548,0.659677419,0.822580645,1.400322581,0.785483871,7,1.515483871,1.766451613,4.5,1.5,30,2.02,1.006129032,9.95483871,2.74,300.2625806,17.49419355,15.53354839,41.89580645,23.63612903,10,429.36,78.36419355,43.07483871,83.77419355,116.1496774,460.0741935,318.1254839,814.6229032,549.6477419,222.58,132.76,976.22,4.18483871
4/25/2024,10,60,7,4,3.5,2.908387097,1.448064516,1.131935484,1.753870968,1.292903226,2.421612903,2.53,8.837096774,5.828709677,9.38483871,1.162580645,1.449677419,1.84516129,2.626451613,0.672580645,0.839354839,1.397419355,0.786129032,7,1.516129032,1.768387097,4.5,1.5,30,2.02,0.990967742,9.961290323,2.59,300.0993548,17.50645161,15.5216129,41.92354839,23.62096774,10,429.75,78.38645161,43.08129032,83.80645161,116.2125806,460.2764516,318.426129,814.6767742,549.6980645,222.58,132.76,976.22,4.191290323
4/26/2024,10,60,7,4,3.5,2.910322581,1.448387097,1.131612903,1.653225806,1.297419355,2.469677419,2.53,9.012580645,5.942258065,9.569032258,1.185483871,1.478064516,1.880967742,2.678709677,0.685483871,0.856129032,1.394516129,0.786774194,7,1.516774194,1.770322581,4.5,1.5,30,2.02,0.975806452,9.967741935,2.44,299.936129,17.51870968,15.50967742,41.95129032,23.60580645,10,430.14,78.40870968,43.08774194,83.83870968,116.2754839,460.4787097,318.7267742,814.7306452,549.7483871,222.58,132.76,976.22,4.197741935
4/27/2024,10,60,7,4,3.5,2.912258065,1.448709677,1.131290323,1.552580645,1.301935484,2.517741935,2.53,9.188064516,6.055806452,9.753225806,1.208387097,1.506451613,1.916774194,2.730967742,0.698387097,0.872903226,1.391612903,0.787419355,7,1.517419355,1.772258065,4.5,1.5,30,2.02,0.960645161,9.974193548,2.29,299.7729032,17.53096774,15.49774194,41.97903226,23.59064516,10,430.53,78.43096774,43.09419355,83.87096774,116.3383871,460.6809677,319.0274194,814.7845161,549.7987097,222.58,132.76,976.22,4.204193548
4/28/2024,10,60,7,4,3.5,2.914193548,1.449032258,1.130967742,1.451935484,1.306451613,2.565806452,2.53,9.363548387,6.169354839,9.937419355,1.231290323,1.53483871,1.952580645,2.783225806,0.711290323,0.889677419,1.388709677,0.788064516,7,1.518064516,1.774193548,4.5,1.5,30,2.02,0.945483871,9.980645161,2.14,299.6096774,17.54322581,15.48580645,42.00677419,23.57548387,10,430.92,78.45322581,43.10064516,83.90322581,116.4012903,460.8832258,319.3280645,814.8383871,549.8490323,222.58,132.76,976.22,4.210645161
4/29/2024,10,60,7,4,3.5,2.916129032,1.449354839,1.130645161,1.351290323,1.310967742,2.613870968,2.53,9.539032258,6.282903226,10.1216129,1.254193548,1.563225806,1.988387097,2.835483871,0.724193548,0.906451613,1.385806452,0.788709677,7,1.518709677,1.776129032,4.5,1.5,30,2.02,0.930322581,9.987096774,1.99,299.4464516,17.55548387,15.47387097,42.03451613,23.56032258,10,431.31,78.47548387,43.10709677,83.93548387,116.4641935,461.0854839,319.6287097,814.8922581,549.8993548,222.58,132.76,976.22,4.217096774
4/30/2024,10,60,7,4,3.5,2.918064516,1.449677419,1.130322581,1.250645161,1.315483871,2.661935484,2.53,9.714516129,6.396451613,10.30580645,1.277096774,1.591612903,2.024193548,2.887741935,0.737096774,0.923225806,1.382903226,0.789354839,7,1.519354839,1.778064516,4.5,1.5,30,2.02,0.91516129,9.993548387,1.84,299.2832258,17.56774194,15.46193548,42.06225806,23.54516129,10,431.7,78.49774194,43.11354839,83.96774194,116.5270968,461.2877419,319.9293548,814.946129,549.9496774,222.58,132.76,976.22,4.223548387
5/1/2024,10,60,7,4,3.5,2.92,1.45,1.13,1.15,1.32,2.71,2.53,9.89,6.51,10.49,1.3,1.62,2.06,2.94,0.75,0.94,1.38,0.79,7,1.52,1.78,4.5,1.5,30,2.02,0.9,10,1.69,299.12,17.58,15.45,42.09,23.53,10,432.09,78.52,43.12,84,116.59,461.49,320.23,815,550,222.58,132.76,976.22,4.23
